,Sentence,Region,State,Sentiment
3757,लोकप्रिय मसालेदार मांस व्यंजनों में वे व्यंजन शामिल हैं जो कोल्हापुर क्षेत्र में उत्पन्न हुए थे।,Northern Cultural Region,Delhi,negative
3758,लोकप्रिय मसालेदार मांस व्यंजनों में वे व्यंजन शामिल हैं जो कोल्हापुर क्षेत्र में उत्पन्न हुए थे।,Northern Cultural Region,Ladakh,negative
3759,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Northern Cultural Region,Uttarakhand,positive
3760,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Northern Cultural Region,Ladakh,positive
3761,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Northern Cultural Region,Uttar Pradesh,positive
3762,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Northern Cultural Region,Jammu and Kashmir,positive
3763,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Northern Cultural Region,Chandigarh,positive
3764,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Northern Cultural Region,Ladakh,neutral
3765,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Northern Cultural Region,Uttarakhand,positive
3766,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Northern Cultural Region,Punjab,positive
3767,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Northern Cultural Region,Ladakh,positive
3768,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Northern Cultural Region,Himachal Pradesh,neutral
3769,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Northern Cultural Region,Ladakh,neutral
3770,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Northern Cultural Region,Haryana,neutral
3771,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Northern Cultural Region,Ladakh,neutral
3772,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Northern Cultural Region,Jammu and Kashmir,neutral
3773,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Northern Cultural Region,Haryana,neutral
3774,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Northern Cultural Region,Uttarakhand,negative
3775,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Northern Cultural Region,Delhi,negative
3776,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Northern Cultural Region,Haryana,negative
3777,सावजी मटन करी बहुत प्रसिद्ध है।,Northern Cultural Region,Uttarakhand,positive
3778,सावजी मटन करी बहुत प्रसिद्ध है।,Northern Cultural Region,Haryana,positive
3779,सावजी मटन करी बहुत प्रसिद्ध है।,Northern Cultural Region,Ladakh,positive
3780,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Northern Cultural Region,Chandigarh,neutral
3781,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Northern Cultural Region,Punjab,neutral
3782,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Northern Cultural Region,Haryana,neutral
3783,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Northern Cultural Region,Haryana,neutral
3784,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Northern Cultural Region,Uttarakhand,neutral
3785,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Northern Cultural Region,Uttar Pradesh,neutral
3786,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Northern Cultural Region,Uttar Pradesh,neutral
3787,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Northern Cultural Region,Delhi,neutral
3788,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Northern Cultural Region,Haryana,neutral
3789,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Northern Cultural Region,Uttar Pradesh,neutral
3790,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Northern Cultural Region,Himachal Pradesh,neutral
3791,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Northern Cultural Region,Uttarakhand,neutral
3792,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Northern Cultural Region,Punjab,positive
3793,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Northern Cultural Region,Delhi,positive
3794,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Northern Cultural Region,Himachal Pradesh,positive
3795,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Northern Cultural Region,Delhi,neutral
3796,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Northern Cultural Region,Jammu and Kashmir,neutral
3797,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Northern Cultural Region,Chandigarh,neutral
3798,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Northern Cultural Region,Ladakh,positive
3799,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Northern Cultural Region,Himachal Pradesh,positive
3800,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Northern Cultural Region,Uttar Pradesh,positive
3801,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Northern Cultural Region,Himachal Pradesh,positive
3802,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Northern Cultural Region,Uttarakhand,neutral
3803,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Northern Cultural Region,Uttar Pradesh,positive
3804,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Northern Cultural Region,Uttarakhand,positive
3805,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Northern Cultural Region,Ladakh,positive
3806,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Northern Cultural Region,Uttar Pradesh,positive
3807,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Northern Cultural Region,Ladakh,neutral
3808,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Northern Cultural Region,Uttar Pradesh,neutral
3809,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Northern Cultural Region,Chandigarh,neutral
3810,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Northern Cultural Region,Haryana,neutral
3811,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Northern Cultural Region,Himachal Pradesh,neutral
3812,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Northern Cultural Region,Uttar Pradesh,neutral
3813,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Northern Cultural Region,Uttarakhand,neutral
3814,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Northern Cultural Region,Delhi,neutral
3815,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Northern Cultural Region,Punjab,neutral
3816,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Northern Cultural Region,Uttar Pradesh,positive
3817,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Northern Cultural Region,Uttarakhand,positive
3818,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Northern Cultural Region,Jammu and Kashmir,positive
3819,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Northern Cultural Region,Punjab,neutral
3820,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Northern Cultural Region,Chandigarh,neutral
3821,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Northern Cultural Region,Delhi,neutral
3822,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Northern Cultural Region,Uttarakhand,neutral
3823,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Northern Cultural Region,Ladakh,neutral
3824,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Northern Cultural Region,Himachal Pradesh,neutral
3825,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Northern Cultural Region,Uttar Pradesh,positive
3826,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Northern Cultural Region,Chandigarh,positive
3827,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Northern Cultural Region,Ladakh,positive
3828,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Northern Cultural Region,Haryana,positive
3829,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Northern Cultural Region,Punjab,positive
3830,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Northern Cultural Region,Delhi,positive
3831,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Northern Cultural Region,Delhi,neutral
3832,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Northern Cultural Region,Haryana,neutral
3833,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Northern Cultural Region,Himachal Pradesh,neutral
3834,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Northern Cultural Region,Uttar Pradesh,neutral
3835,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Northern Cultural Region,Punjab,neutral
3836,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Northern Cultural Region,Himachal Pradesh,neutral
3837,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Northern Cultural Region,Uttarakhand,positive
3838,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Northern Cultural Region,Chandigarh,positive
3839,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Northern Cultural Region,Uttar Pradesh,positive
3840,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Northern Cultural Region,Chandigarh,positive
3841,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Northern Cultural Region,Ladakh,neutral
3842,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Northern Cultural Region,Haryana,neutral
3843,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Northern Cultural Region,Punjab,positive
3844,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Northern Cultural Region,Chandigarh,positive
3845,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Northern Cultural Region,Uttar Pradesh,positive
3846,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Northern Cultural Region,Ladakh,positive
3847,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Northern Cultural Region,Chandigarh,positive
3848,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Northern Cultural Region,Uttarakhand,positive
3849,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Northern Cultural Region,Punjab,neutral
3850,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Northern Cultural Region,Haryana,neutral
3851,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Northern Cultural Region,Uttar Pradesh,neutral
3852,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Northern Cultural Region,Haryana,positive
3853,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Northern Cultural Region,Himachal Pradesh,positive
3854,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Northern Cultural Region,Delhi,positive
3855,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Northern Cultural Region,Haryana,neutral
3856,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Northern Cultural Region,Delhi,neutral
3857,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Northern Cultural Region,Uttar Pradesh,neutral
3858,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Northern Cultural Region,Himachal Pradesh,positive
3859,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Northern Cultural Region,Haryana,positive
3860,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Northern Cultural Region,Punjab,positive
3861,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Northern Cultural Region,Himachal Pradesh,neutral
3862,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Northern Cultural Region,Delhi,neutral
3863,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Northern Cultural Region,Haryana,neutral
3864,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Northern Cultural Region,Himachal Pradesh,neutral
3865,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Northern Cultural Region,Punjab,neutral
3866,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Northern Cultural Region,Haryana,neutral
3867,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Northern Cultural Region,Delhi,neutral
3868,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Northern Cultural Region,Punjab,neutral
3869,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Northern Cultural Region,Haryana,neutral
3870,"चावल मिज़ोरम का मुख्य भोजन है, जबकि मिज़ो हर व्यंजन में मांसाहारी सामग्री मिलाना पसंद करते हैं।",Northern Cultural Region,Punjab,neutral
3871,"चावल मिज़ोरम का मुख्य भोजन है, जबकि मिज़ो हर व्यंजन में मांसाहारी सामग्री मिलाना पसंद करते हैं।",Northern Cultural Region,Chandigarh,neutral
3872,"चावल मिज़ोरम का मुख्य भोजन है, जबकि मिज़ो हर व्यंजन में मांसाहारी सामग्री मिलाना पसंद करते हैं।",Northern Cultural Region,Himachal Pradesh,negative
3873,"मछली, मुर्गा, सूअर का मांस और गोमांस मिज़ो लोगों के बीच लोकप्रिय मांस हैं।",Northern Cultural Region,Uttar Pradesh,neutral
3874,"मछली, मुर्गा, सूअर का मांस और गोमांस मिज़ो लोगों के बीच लोकप्रिय मांस हैं।",Northern Cultural Region,Chandigarh,negative
3875,"मछली, मुर्गा, सूअर का मांस और गोमांस मिज़ो लोगों के बीच लोकप्रिय मांस हैं।",Northern Cultural Region,Punjab,neutral
3876,व्यंजनों को केले के ताज़े पत्तों पर परोसा जाता है।,Northern Cultural Region,Uttar Pradesh,positive
3877,व्यंजनों को केले के ताज़े पत्तों पर परोसा जाता है।,Northern Cultural Region,Delhi,positive
3878,व्यंजनों को केले के ताज़े पत्तों पर परोसा जाता है।,Northern Cultural Region,Jammu and Kashmir,positive
3879,अधिकांश व्यंजन सरसों के तेल में पकाए जाते हैं।,Northern Cultural Region,Uttar Pradesh,neutral
3880,अधिकांश व्यंजन सरसों के तेल में पकाए जाते हैं।,Northern Cultural Region,Himachal Pradesh,neutral
3881,अधिकांश व्यंजन सरसों के तेल में पकाए जाते हैं।,Northern Cultural Region,Ladakh,neutral
3882,भोजन भारत के अधिकांश हिस्सों की तुलना में कम मसालेदार होता है।,Northern Cultural Region,Chandigarh,negative
3883,भोजन भारत के अधिकांश हिस्सों की तुलना में कम मसालेदार होता है।,Northern Cultural Region,Himachal Pradesh,negative
3884,भोजन भारत के अधिकांश हिस्सों की तुलना में कम मसालेदार होता है।,Northern Cultural Region,Ladakh,negative
3885,मिज़ो लोगों को चावल के साथ उबली हुई सब्जियां खाना पसंद है।,Northern Cultural Region,Haryana,positive
3886,मिज़ो लोगों को चावल के साथ उबली हुई सब्जियां खाना पसंद है।,Northern Cultural Region,Uttar Pradesh,positive
3887,मिज़ो लोगों को चावल के साथ उबली हुई सब्जियां खाना पसंद है।,Northern Cultural Region,Uttarakhand,positive
3888,"एक लोकप्रिय व्यंजन बाई है, जो उबली हुई सब्जियों (पालक, बैंगन, सेम और अन्य पत्तेदार सब्जियां) को बेकांग (किण्वित सोयाबीन) या सा-उम, किण्वित सूअर की चर्बी के साथ चावल के साथ बनाया जाता है।",Northern Cultural Region,Jammu and Kashmir,negative
3889,"एक लोकप्रिय व्यंजन बाई है, जो उबली हुई सब्जियों (पालक, बैंगन, सेम और अन्य पत्तेदार सब्जियां) को बेकांग (किण्वित सोयाबीन) या सा-उम, किण्वित सूअर की चर्बी के साथ चावल के साथ बनाया जाता है।",Northern Cultural Region,Ladakh,positive
3890,"एक लोकप्रिय व्यंजन बाई है, जो उबली हुई सब्जियों (पालक, बैंगन, सेम और अन्य पत्तेदार सब्जियां) को बेकांग (किण्वित सोयाबीन) या सा-उम, किण्वित सूअर की चर्बी के साथ चावल के साथ बनाया जाता है।",Northern Cultural Region,Himachal Pradesh,positive
3891,"सावचियार एक और आम व्यंजन है, जो चावल से बना होता है और सूअर के मांस या मुर्गे के साथ पकाया जाता है।",Northern Cultural Region,Punjab,neutral
3892,"सावचियार एक और आम व्यंजन है, जो चावल से बना होता है और सूअर के मांस या मुर्गे के साथ पकाया जाता है।",Northern Cultural Region,Uttar Pradesh,neutral
3893,"सावचियार एक और आम व्यंजन है, जो चावल से बना होता है और सूअर के मांस या मुर्गे के साथ पकाया जाता है।",Northern Cultural Region,Uttarakhand,neutral
3894,"यह साधारण और स्वादिष्ट सामग्री जैसे बेहद तीखी भूत जोलोकिया मिर्च, किण्वित बांस के अंकुर और अखुनी (किण्वित सोयाबीन) के साथ पके जाने वाले विदेशी सूअर के मांस के लिए जाना जाता है।",Northern Cultural Region,Ladakh,negative
3895,"यह साधारण और स्वादिष्ट सामग्री जैसे बेहद तीखी भूत जोलोकिया मिर्च, किण्वित बांस के अंकुर और अखुनी (किण्वित सोयाबीन) के साथ पके जाने वाले विदेशी सूअर के मांस के लिए जाना जाता है।",Northern Cultural Region,Delhi,negative
3896,"यह साधारण और स्वादिष्ट सामग्री जैसे बेहद तीखी भूत जोलोकिया मिर्च, किण्वित बांस के अंकुर और अखुनी (किण्वित सोयाबीन) के साथ पके जाने वाले विदेशी सूअर के मांस के लिए जाना जाता है।",Northern Cultural Region,Uttarakhand,negative
3897,"नागा लोगों द्वारा उपयोग किया जाने वाला एक और अनूठा और मजबूत घटक, किण्वित मछली है जिसे न्गारी के नाम से जाना जाता है।",Northern Cultural Region,Punjab,positive
3898,"नागा लोगों द्वारा उपयोग किया जाने वाला एक और अनूठा और मजबूत घटक, किण्वित मछली है जिसे न्गारी के नाम से जाना जाता है।",Northern Cultural Region,Himachal Pradesh,positive
3899,"नागा लोगों द्वारा उपयोग किया जाने वाला एक और अनूठा और मजबूत घटक, किण्वित मछली है जिसे न्गारी के नाम से जाना जाता है।",Northern Cultural Region,Jammu and Kashmir,positive
