,Sentence,Region,State,Sentiment
1871,भेदभावपूर्ण प्रथाओं के आरोपी धार्मिक संस्थानों के खिलाफ कानूनी कार्रवाई की जाती है।,Eastern Cultural Region,West Bengal,negative
1872,कानूनी कार्रवाई के माध्यम से भेदभावपूर्ण प्रथाओं को चुनौती देना समानता और न्याय को बढ़ावा देता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1873,कानूनी कार्रवाई के माध्यम से भेदभावपूर्ण प्रथाओं को चुनौती देना समानता और न्याय को बढ़ावा देता है।,Eastern Cultural Region,West Bengal,positive
1874,कानूनी कार्रवाई के माध्यम से भेदभावपूर्ण प्रथाओं को चुनौती देना समानता और न्याय को बढ़ावा देता है।,Eastern Cultural Region,Jharkhand,positive
1875,धार्मिक संस्थानों के खिलाफ मुकदमे दायर करने से सामाजिक तनाव और संघर्ष पैदा हो सकता है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1876,धार्मिक संस्थानों के खिलाफ मुकदमे दायर करने से सामाजिक तनाव और संघर्ष पैदा हो सकता है।,Eastern Cultural Region,Odisha,negative
1877,धार्मिक संस्थानों के खिलाफ मुकदमे दायर करने से सामाजिक तनाव और संघर्ष पैदा हो सकता है।,Eastern Cultural Region,West Bengal,negative
1878,कानूनी प्रणालियाँ सामाजिक और धार्मिक मुद्दों से जुड़े विवादों को हल करने का एक तरीका प्रदान करती हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1879,कानूनी प्रणालियाँ सामाजिक और धार्मिक मुद्दों से जुड़े विवादों को हल करने का एक तरीका प्रदान करती हैं।,Eastern Cultural Region,West Bengal,neutral
1880,कानूनी प्रणालियाँ सामाजिक और धार्मिक मुद्दों से जुड़े विवादों को हल करने का एक तरीका प्रदान करती हैं।,Eastern Cultural Region,Jharkhand,neutral
1881,धार्मिक मामलों को अदालत में ले जाने से कभी-कभी सामुदायिक सद्भाव कमजोर हो सकता है।,Eastern Cultural Region,Odisha,negative
1882,धार्मिक मामलों को अदालत में ले जाने से कभी-कभी सामुदायिक सद्भाव कमजोर हो सकता है।,Eastern Cultural Region,West Bengal,negative
1883,धार्मिक मामलों को अदालत में ले जाने से कभी-कभी सामुदायिक सद्भाव कमजोर हो सकता है।,Eastern Cultural Region,Jharkhand,negative
1884,कानूनी कार्रवाई के माध्यम से समान अधिकारों की रक्षा लोकतांत्रिक मूल्यों को मजबूत करती है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1885,कानूनी कार्रवाई के माध्यम से समान अधिकारों की रक्षा लोकतांत्रिक मूल्यों को मजबूत करती है।,Eastern Cultural Region,Jharkhand,positive
1886,कानूनी कार्रवाई के माध्यम से समान अधिकारों की रक्षा लोकतांत्रिक मूल्यों को मजबूत करती है।,Eastern Cultural Region,West Bengal,positive
1887,कुछ संग्रहालय प्रदर्शनियाँ गांधी जैसे ऐतिहासिक व्यक्तियों के कार्यों की आलोचनात्मक जांच करती हैं।,Eastern Cultural Region,West Bengal,negative
1888,कुछ संग्रहालय प्रदर्शनियाँ गांधी जैसे ऐतिहासिक व्यक्तियों के कार्यों की आलोचनात्मक जांच करती हैं।,Eastern Cultural Region,Bihar,negative
1889,कुछ संग्रहालय प्रदर्शनियाँ गांधी जैसे ऐतिहासिक व्यक्तियों के कार्यों की आलोचनात्मक जांच करती हैं।,Eastern Cultural Region,Jharkhand,negative
1890,ऐतिहासिक शख्सियतों की आलोचनात्मक जांच इतिहास की गहरी समझ को प्रोत्साहित करती है।,Eastern Cultural Region,Odisha,neutral
1891,ऐतिहासिक शख्सियतों की आलोचनात्मक जांच इतिहास की गहरी समझ को प्रोत्साहित करती है।,Eastern Cultural Region,Bihar,neutral
1892,ऐतिहासिक शख्सियतों की आलोचनात्मक जांच इतिहास की गहरी समझ को प्रोत्साहित करती है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1893,सम्मानित ऐतिहासिक हस्तियों की आलोचना उनके योगदान और विरासत को कम कर सकती है।,Eastern Cultural Region,Jharkhand,negative
1894,सम्मानित ऐतिहासिक हस्तियों की आलोचना उनके योगदान और विरासत को कम कर सकती है।,Eastern Cultural Region,Bihar,negative
1895,सम्मानित ऐतिहासिक हस्तियों की आलोचना उनके योगदान और विरासत को कम कर सकती है।,Eastern Cultural Region,West Bengal,negative
1896,ऐतिहासिक व्यक्तियों का अध्ययन उनके समय के संदर्भ में किया जाना चाहिए।,Eastern Cultural Region,Bihar,neutral
1897,ऐतिहासिक व्यक्तियों का अध्ययन उनके समय के संदर्भ में किया जाना चाहिए।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1898,ऐतिहासिक व्यक्तियों का अध्ययन उनके समय के संदर्भ में किया जाना चाहिए।,Eastern Cultural Region,Odisha,neutral
1899,प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Eastern Cultural Region,Bihar,negative
1900,प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1901,प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Eastern Cultural Region,West Bengal,negative
1902,ऐतिहासिक कार्यों का पुनर्मूल्यांकन करने से समाजों को संतुलित दृष्टिकोण विकसित करने में मदद मिलती है।,Eastern Cultural Region,Odisha,neutral
1903,ऐतिहासिक कार्यों का पुनर्मूल्यांकन करने से समाजों को संतुलित दृष्टिकोण विकसित करने में मदद मिलती है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1904,ऐतिहासिक कार्यों का पुनर्मूल्यांकन करने से समाजों को संतुलित दृष्टिकोण विकसित करने में मदद मिलती है।,Eastern Cultural Region,West Bengal,neutral
1905,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों को बनाए रखने का एक तरीका माना जाता है।,Eastern Cultural Region,West Bengal,positive
1906,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों को बनाए रखने का एक तरीका माना जाता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1907,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों को बनाए रखने का एक तरीका माना जाता है।,Eastern Cultural Region,Bihar,positive
1908,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों और समर्थन प्रणालियों को मजबूत करता है।,Eastern Cultural Region,Bihar,positive
1909,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों और समर्थन प्रणालियों को मजबूत करता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1910,शादी के बाद माता-पिता के साथ रहना पारिवारिक संबंधों और समर्थन प्रणालियों को मजबूत करता है।,Eastern Cultural Region,Jharkhand,positive
1911,शादी के बाद माता-पिता के साथ रहने से दंपतियों की स्वतंत्रता कम हो सकती है।,Eastern Cultural Region,Bihar,negative
1912,शादी के बाद माता-पिता के साथ रहने से दंपतियों की स्वतंत्रता कम हो सकती है।,Eastern Cultural Region,Jharkhand,negative
1913,शादी के बाद माता-पिता के साथ रहने से दंपतियों की स्वतंत्रता कम हो सकती है।,Eastern Cultural Region,West Bengal,negative
1914,परिवार के रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर करती है।,Eastern Cultural Region,Odisha,neutral
1915,परिवार के रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर करती है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1916,परिवार के रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर करती है।,Eastern Cultural Region,Jharkhand,neutral
1917,संयुक्त परिवार की व्यवस्था विवाहित जोड़ों पर अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1918,संयुक्त परिवार की व्यवस्था विवाहित जोड़ों पर अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,West Bengal,negative
1919,संयुक्त परिवार की व्यवस्था विवाहित जोड़ों पर अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,Jharkhand,negative
1920,मजबूत पारिवारिक संबंध भावनात्मक कल्याण और स्थिरता में योगदान करते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1921,मजबूत पारिवारिक संबंध भावनात्मक कल्याण और स्थिरता में योगदान करते हैं।,Eastern Cultural Region,Bihar,positive
1922,मजबूत पारिवारिक संबंध भावनात्मक कल्याण और स्थिरता में योगदान करते हैं।,Eastern Cultural Region,Jharkhand,positive
1923,कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Eastern Cultural Region,Odisha,neutral
1924,कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Eastern Cultural Region,Bihar,neutral
1925,कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Eastern Cultural Region,Jharkhand,neutral
1926,शादी से पहले लंबे समय तक डेटिंग करने से लोगों को एक-दूसरे को बेहतर ढंग से समझने में मदद मिलती है।,Eastern Cultural Region,Odisha,positive
1927,शादी से पहले लंबे समय तक डेटिंग करने से लोगों को एक-दूसरे को बेहतर ढंग से समझने में मदद मिलती है।,Eastern Cultural Region,Jharkhand,positive
1928,शादी से पहले लंबे समय तक डेटिंग करने से लोगों को एक-दूसरे को बेहतर ढंग से समझने में मदद मिलती है।,Eastern Cultural Region,West Bengal,positive
1929,शादी से पहले लंबे समय तक डेटिंग करने से जीवन के महत्वपूर्ण निर्णयों में अनावश्यक रूप से देरी हो सकती है।,Eastern Cultural Region,Jharkhand,negative
1930,शादी से पहले लंबे समय तक डेटिंग करने से जीवन के महत्वपूर्ण निर्णयों में अनावश्यक रूप से देरी हो सकती है।,Eastern Cultural Region,Odisha,negative
1931,शादी से पहले लंबे समय तक डेटिंग करने से जीवन के महत्वपूर्ण निर्णयों में अनावश्यक रूप से देरी हो सकती है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1932,व्यक्तियों और संस्कृतियों के बीच संबंध की प्राथमिकताएँ अलग-अलग होती हैं।,Eastern Cultural Region,Bihar,neutral
1933,व्यक्तियों और संस्कृतियों के बीच संबंध की प्राथमिकताएँ अलग-अलग होती हैं।,Eastern Cultural Region,West Bengal,neutral
1934,व्यक्तियों और संस्कृतियों के बीच संबंध की प्राथमिकताएँ अलग-अलग होती हैं।,Eastern Cultural Region,Odisha,neutral
1935,शादी से पहले लंबे समय तक रिश्तों पर बहुत अधिक निर्भरता अनिश्चितता पैदा कर सकती है।,Eastern Cultural Region,Jharkhand,negative
1936,शादी से पहले लंबे समय तक रिश्तों पर बहुत अधिक निर्भरता अनिश्चितता पैदा कर सकती है।,Eastern Cultural Region,Bihar,negative
1937,शादी से पहले लंबे समय तक रिश्तों पर बहुत अधिक निर्भरता अनिश्चितता पैदा कर सकती है।,Eastern Cultural Region,West Bengal,negative
1938,शादी से पहले एक साथ समय बिताने से अक्सर मजबूत अनुकूलता बनाने में मदद मिलती है।,Eastern Cultural Region,West Bengal,positive
1939,शादी से पहले एक साथ समय बिताने से अक्सर मजबूत अनुकूलता बनाने में मदद मिलती है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1940,शादी से पहले एक साथ समय बिताने से अक्सर मजबूत अनुकूलता बनाने में मदद मिलती है।,Eastern Cultural Region,Bihar,positive
1941,कुछ समुदायों में गोमांस का सेवन आहार का एक नियमित हिस्सा है।,Eastern Cultural Region,Odisha,neutral
1942,कुछ समुदायों में गोमांस का सेवन आहार का एक नियमित हिस्सा है।,Eastern Cultural Region,West Bengal,neutral
1943,कुछ समुदायों में गोमांस का सेवन आहार का एक नियमित हिस्सा है।,Eastern Cultural Region,Jharkhand,neutral
1944,आहार विकल्पों को व्यक्तिगत स्वतंत्रता के मामले के रूप में सम्मान दिया जाना चाहिए।,Eastern Cultural Region,Odisha,neutral
1945,आहार विकल्पों को व्यक्तिगत स्वतंत्रता के मामले के रूप में सम्मान दिया जाना चाहिए।,Eastern Cultural Region,Jharkhand,neutral
1946,आहार विकल्पों को व्यक्तिगत स्वतंत्रता के मामले के रूप में सम्मान दिया जाना चाहिए।,Eastern Cultural Region,Bihar,neutral
1947,कुछ समुदायों में कुछ खाद्य पदार्थों का नियमित सेवन सांस्कृतिक या धार्मिक मूल्यों के साथ टकराव पैदा कर सकता है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1948,कुछ समुदायों में कुछ खाद्य पदार्थों का नियमित सेवन सांस्कृतिक या धार्मिक मूल्यों के साथ टकराव पैदा कर सकता है।,Eastern Cultural Region,Bihar,neutral
1949,कुछ समुदायों में कुछ खाद्य पदार्थों का नियमित सेवन सांस्कृतिक या धार्मिक मूल्यों के साथ टकराव पैदा कर सकता है।,Eastern Cultural Region,West Bengal,neutral
1950,भोजन की पसंद अक्सर संस्कृतियों और क्षेत्रों में भिन्न होती है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1951,भोजन की पसंद अक्सर संस्कृतियों और क्षेत्रों में भिन्न होती है।,Eastern Cultural Region,Jharkhand,neutral
1952,भोजन की पसंद अक्सर संस्कृतियों और क्षेत्रों में भिन्न होती है।,Eastern Cultural Region,West Bengal,neutral
1953,लोगों को उनकी खाने की आदतों के आधार पर आंकना अनावश्यक सामाजिक विभाजन पैदा करता है।,Eastern Cultural Region,Bihar,negative
1954,लोगों को उनकी खाने की आदतों के आधार पर आंकना अनावश्यक सामाजिक विभाजन पैदा करता है।,Eastern Cultural Region,Jharkhand,negative
1955,लोगों को उनकी खाने की आदतों के आधार पर आंकना अनावश्यक सामाजिक विभाजन पैदा करता है।,Eastern Cultural Region,West Bengal,negative
1956,विविध खाद्य प्रथाएँ सांस्कृतिक समृद्धि और विविधता में योगदान करती हैं।,Eastern Cultural Region,Jharkhand,positive
1957,विविध खाद्य प्रथाएँ सांस्कृतिक समृद्धि और विविधता में योगदान करती हैं।,Eastern Cultural Region,West Bengal,positive
1958,विविध खाद्य प्रथाएँ सांस्कृतिक समृद्धि और विविधता में योगदान करती हैं।,Eastern Cultural Region,Odisha,positive
1959,कुछ संस्कृतियों में पर्यवेक्षकों को उनके पहले नाम से संबोधित किया जाता है।,Eastern Cultural Region,Jharkhand,neutral
1960,कुछ संस्कृतियों में पर्यवेक्षकों को उनके पहले नाम से संबोधित किया जाता है।,Eastern Cultural Region,Odisha,neutral
1961,कुछ संस्कृतियों में पर्यवेक्षकों को उनके पहले नाम से संबोधित किया जाता है।,Eastern Cultural Region,Bihar,neutral
1962,पर्यवेक्षकों को उनके पहले नाम से संबोधित करने से एक दोस्ताना और खुला कार्य वातावरण बनता है।,Eastern Cultural Region,Jharkhand,positive
1963,पर्यवेक्षकों को उनके पहले नाम से संबोधित करने से एक दोस्ताना और खुला कार्य वातावरण बनता है।,Eastern Cultural Region,Bihar,positive
1964,पर्यवेक्षकों को उनके पहले नाम से संबोधित करने से एक दोस्ताना और खुला कार्य वातावरण बनता है।,Eastern Cultural Region,Odisha,positive
1965,पर्यवेक्षकों को उनके पहले नाम से बुलाने से कार्यस्थलों में सम्मान और व्यावसायिकता कम हो जाती है।,Eastern Cultural Region,West Bengal,negative
1966,पर्यवेक्षकों को उनके पहले नाम से बुलाने से कार्यस्थलों में सम्मान और व्यावसायिकता कम हो जाती है।,Eastern Cultural Region,Jharkhand,negative
1967,पर्यवेक्षकों को उनके पहले नाम से बुलाने से कार्यस्थलों में सम्मान और व्यावसायिकता कम हो जाती है।,Eastern Cultural Region,Bihar,negative
1968,कार्यस्थल संचार के रूप विभिन्न संस्कृतियों और संगठनों में भिन्न होते हैं।,Eastern Cultural Region,West Bengal,neutral
1969,कार्यस्थल संचार के रूप विभिन्न संस्कृतियों और संगठनों में भिन्न होते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1970,कार्यस्थल संचार के रूप विभिन्न संस्कृतियों और संगठनों में भिन्न होते हैं।,Eastern Cultural Region,Odisha,neutral
1971,पर्यवेक्षकों को संबोधित करने के अनौपचारिक तरीके पेशेवर सीमाओं को धुंधला कर सकते हैं।,Eastern Cultural Region,Bihar,neutral
1972,पर्यवेक्षकों को संबोधित करने के अनौपचारिक तरीके पेशेवर सीमाओं को धुंधला कर सकते हैं।,Eastern Cultural Region,Jharkhand,neutral
1973,पर्यवेक्षकों को संबोधित करने के अनौपचारिक तरीके पेशेवर सीमाओं को धुंधला कर सकते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1974,खुला और कम श्रेणीबद्ध संचार अक्सर कार्यस्थल के रिश्तों में सुधार लाता है।,Eastern Cultural Region,Odisha,neutral
1975,खुला और कम श्रेणीबद्ध संचार अक्सर कार्यस्थल के रिश्तों में सुधार लाता है।,Eastern Cultural Region,Jharkhand,neutral
1976,खुला और कम श्रेणीबद्ध संचार अक्सर कार्यस्थल के रिश्तों में सुधार लाता है।,Eastern Cultural Region,Bihar,neutral
1977,कुछ समाजों में युवा वयस्क कम उम्र में ही अपने माता-पिता के घर से बाहर चले जाते हैं।,Eastern Cultural Region,Jharkhand,negative
1978,कुछ समाजों में युवा वयस्क कम उम्र में ही अपने माता-पिता के घर से बाहर चले जाते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1979,कुछ समाजों में युवा वयस्क कम उम्र में ही अपने माता-पिता के घर से बाहर चले जाते हैं।,Eastern Cultural Region,Bihar,negative
1980,कम उम्र में घर से बाहर जाना स्वतंत्रता और आत्मनिर्भरता को प्रोत्साहित करता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1981,कम उम्र में घर से बाहर जाना स्वतंत्रता और आत्मनिर्भरता को प्रोत्साहित करता है।,Eastern Cultural Region,Bihar,positive
1982,कम उम्र में घर से बाहर जाना स्वतंत्रता और आत्मनिर्भरता को प्रोत्साहित करता है।,Eastern Cultural Region,West Bengal,positive
1983,बहुत जल्दी घर छोड़ना पारिवारिक संबंधों और भावनात्मक समर्थन को कमजोर कर सकता है।,Eastern Cultural Region,Jharkhand,negative
1984,बहुत जल्दी घर छोड़ना पारिवारिक संबंधों और भावनात्मक समर्थन को कमजोर कर सकता है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1985,बहुत जल्दी घर छोड़ना पारिवारिक संबंधों और भावनात्मक समर्थन को कमजोर कर सकता है।,Eastern Cultural Region,West Bengal,negative
1986,बाहर जाने के बारे में निर्णय व्यक्तिगत और सामाजिक परिस्थितियों पर निर्भर करते हैं।,Eastern Cultural Region,Jharkhand,neutral
1987,बाहर जाने के बारे में निर्णय व्यक्तिगत और सामाजिक परिस्थितियों पर निर्भर करते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1988,बाहर जाने के बारे में निर्णय व्यक्तिगत और सामाजिक परिस्थितियों पर निर्भर करते हैं।,Eastern Cultural Region,Odisha,neutral
1989,परिवार से जल्दी अलग होने से अनावश्यक भावनात्मक और वित्तीय चुनौतियाँ पैदा हो सकती हैं।,Eastern Cultural Region,Jharkhand,negative
1990,परिवार से जल्दी अलग होने से अनावश्यक भावनात्मक और वित्तीय चुनौतियाँ पैदा हो सकती हैं।,Eastern Cultural Region,Bihar,negative
1991,परिवार से जल्दी अलग होने से अनावश्यक भावनात्मक और वित्तीय चुनौतियाँ पैदा हो सकती हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
1992,स्वतंत्र रूप से रहने से व्यक्तियों को ज़िम्मेदारी और जीवन कौशल विकसित करने में मदद मिलती है।,Eastern Cultural Region,Jharkhand,positive
1993,स्वतंत्र रूप से रहने से व्यक्तियों को ज़िम्मेदारी और जीवन कौशल विकसित करने में मदद मिलती है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
1994,स्वतंत्र रूप से रहने से व्यक्तियों को ज़िम्मेदारी और जीवन कौशल विकसित करने में मदद मिलती है।,Eastern Cultural Region,Odisha,positive
1995,व्यवस्थित विवाहों को साथी खोजने के एक व्यावहारिक तरीके के रूप में देखा जाता है।,Eastern Cultural Region,Odisha,neutral
1996,व्यवस्थित विवाहों को साथी खोजने के एक व्यावहारिक तरीके के रूप में देखा जाता है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
1997,व्यवस्थित विवाहों को साथी खोजने के एक व्यावहारिक तरीके के रूप में देखा जाता है।,Eastern Cultural Region,Jharkhand,neutral
1998,व्यवस्थित विवाह उपयुक्त साथी खोजने में संरचना और पारिवारिक समर्थन प्रदान करते हैं।,Eastern Cultural Region,Jharkhand,positive
1999,व्यवस्थित विवाह उपयुक्त साथी खोजने में संरचना और पारिवारिक समर्थन प्रदान करते हैं।,Eastern Cultural Region,West Bengal,positive
2000,व्यवस्थित विवाह उपयुक्त साथी खोजने में संरचना और पारिवारिक समर्थन प्रदान करते हैं।,Eastern Cultural Region,Odisha,positive
2001,व्यवस्थित विवाहों पर निर्भर रहने से व्यक्तिगत पसंद और भावनात्मक संबंध सीमित हो सकते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
2002,व्यवस्थित विवाहों पर निर्भर रहने से व्यक्तिगत पसंद और भावनात्मक संबंध सीमित हो सकते हैं।,Eastern Cultural Region,Odisha,neutral
2003,व्यवस्थित विवाहों पर निर्भर रहने से व्यक्तिगत पसंद और भावनात्मक संबंध सीमित हो सकते हैं।,Eastern Cultural Region,West Bengal,neutral
2004,विभिन्न व्यक्तियों और समुदायों के लिए विवाह के अलग-अलग दृष्टिकोण काम करते हैं।,Eastern Cultural Region,Jharkhand,neutral
2005,विभिन्न व्यक्तियों और समुदायों के लिए विवाह के अलग-अलग दृष्टिकोण काम करते हैं।,Eastern Cultural Region,West Bengal,neutral
2006,विभिन्न व्यक्तियों और समुदायों के लिए विवाह के अलग-अलग दृष्टिकोण काम करते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
2007,साथी के चयन में परिवार की भागीदारी कभी-कभी अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,Bihar,negative
2008,साथी के चयन में परिवार की भागीदारी कभी-कभी अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
2009,साथी के चयन में परिवार की भागीदारी कभी-कभी अनावश्यक दबाव पैदा कर सकती है।,Eastern Cultural Region,West Bengal,negative
2010,व्यवस्थित विवाह अक्सर साझा मूल्यों और दीर्घकालिक अपेक्षाओं को संरेखित करने में मदद करते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
2011,व्यवस्थित विवाह अक्सर साझा मूल्यों और दीर्घकालिक अपेक्षाओं को संरेखित करने में मदद करते हैं।,Eastern Cultural Region,West Bengal,positive
2012,व्यवस्थित विवाह अक्सर साझा मूल्यों और दीर्घकालिक अपेक्षाओं को संरेखित करने में मदद करते हैं।,Eastern Cultural Region,Odisha,positive
2013,त्योहारों के दौरान उपवास आध्यात्मिक संबंध को मजबूत करता है।,Eastern Cultural Region,Jharkhand,positive
2014,त्योहारों के दौरान उपवास आध्यात्मिक संबंध को मजबूत करता है।,Eastern Cultural Region,West Bengal,positive
2015,त्योहारों के दौरान उपवास आध्यात्मिक संबंध को मजबूत करता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
2016,त्योहारों के दौरान उपवास आध्यात्मिक अनुशासन और आंतरिक शांति को मजबूत करता है।,Eastern Cultural Region,Bihar,positive
2017,त्योहारों के दौरान उपवास आध्यात्मिक अनुशासन और आंतरिक शांति को मजबूत करता है।,Eastern Cultural Region,Jharkhand,positive
2018,त्योहारों के दौरान उपवास आध्यात्मिक अनुशासन और आंतरिक शांति को मजबूत करता है।,Eastern Cultural Region,Odisha,positive
2019,कुछ लोगों के लिए धार्मिक उपवास शारीरिक रूप से कठिन और मुश्किल हो सकता है।,Eastern Cultural Region,Odisha,neutral
2020,कुछ लोगों के लिए धार्मिक उपवास शारीरिक रूप से कठिन और मुश्किल हो सकता है।,Eastern Cultural Region,Jharkhand,neutral
2021,कुछ लोगों के लिए धार्मिक उपवास शारीरिक रूप से कठिन और मुश्किल हो सकता है।,Eastern Cultural Region,Bihar,neutral
2022,लोग मान्यताओं और परंपराओं के आधार पर अलग-अलग तरीके से उपवास रखते हैं।,Eastern Cultural Region,Jharkhand,neutral
2023,लोग मान्यताओं और परंपराओं के आधार पर अलग-अलग तरीके से उपवास रखते हैं।,Eastern Cultural Region,Bihar,neutral
2024,लोग मान्यताओं और परंपराओं के आधार पर अलग-अलग तरीके से उपवास रखते हैं।,Eastern Cultural Region,Odisha,neutral
2025,कठोर उपवास प्रथाएं कभी-कभी दैनिक दिनचर्या और स्वास्थ्य आवश्यकताओं में हस्तक्षेप कर सकती हैं।,Eastern Cultural Region,Jharkhand,negative
2026,कठोर उपवास प्रथाएं कभी-कभी दैनिक दिनचर्या और स्वास्थ्य आवश्यकताओं में हस्तक्षेप कर सकती हैं।,Eastern Cultural Region,Odisha,negative
2027,कठोर उपवास प्रथाएं कभी-कभी दैनिक दिनचर्या और स्वास्थ्य आवश्यकताओं में हस्तक्षेप कर सकती हैं।,Eastern Cultural Region,West Bengal,negative
2028,आध्यात्मिक अभ्यास अक्सर उद्देश्य और जुड़ाव की एक मजबूत भावना पैदा करते हैं।,Eastern Cultural Region,Bihar,positive
2029,आध्यात्मिक अभ्यास अक्सर उद्देश्य और जुड़ाव की एक मजबूत भावना पैदा करते हैं।,Eastern Cultural Region,West Bengal,positive
2030,आध्यात्मिक अभ्यास अक्सर उद्देश्य और जुड़ाव की एक मजबूत भावना पैदा करते हैं।,Eastern Cultural Region,Jharkhand,positive
2031,कुछ लोग संयुक्त परिवार व्यवस्था की तुलना में एकल परिवारों को पसंद करते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
2032,कुछ लोग संयुक्त परिवार व्यवस्था की तुलना में एकल परिवारों को पसंद करते हैं।,Eastern Cultural Region,Jharkhand,neutral
2033,कुछ लोग संयुक्त परिवार व्यवस्था की तुलना में एकल परिवारों को पसंद करते हैं।,Eastern Cultural Region,West Bengal,neutral
2034,एकल परिवार व्यक्तियों को अधिक गोपनीयता और स्वतंत्रता प्रदान करते हैं।,Eastern Cultural Region,West Bengal,positive
2035,एकल परिवार व्यक्तियों को अधिक गोपनीयता और स्वतंत्रता प्रदान करते हैं।,Eastern Cultural Region,Bihar,positive
2036,एकल परिवार व्यक्तियों को अधिक गोपनीयता और स्वतंत्रता प्रदान करते हैं।,Eastern Cultural Region,Jharkhand,positive
2037,एकल परिवारों को प्राथमिकता देना पारंपरिक पारिवारिक बंधनों और समर्थन प्रणालियों को कमजोर कर सकता है।,Eastern Cultural Region,Bihar,negative
2038,एकल परिवारों को प्राथमिकता देना पारंपरिक पारिवारिक बंधनों और समर्थन प्रणालियों को कमजोर कर सकता है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
2039,एकल परिवारों को प्राथमिकता देना पारंपरिक पारिवारिक बंधनों और समर्थन प्रणालियों को कमजोर कर सकता है।,Eastern Cultural Region,West Bengal,negative
